species,q_loss_W,core_temp_C,T_max_C,T_min_C,alive,solve_s,u_k_blub,u_BCI,u_h,u_omega_core,u_cche,u_ava,u_Ttn,u_fmr,phys_k_blub_scale,phys_BCI,phys_h_scale,phys_omega_core,phys_rete_eff,phys_ava,phys_Ttn,phys_fmr_watts,design,design_idx,morris_traj,morris_step
humpback,31687.251231538794,35.60181873699821,36.407467028985934,-2.155820664992575,1,62.0,0.8,0.6,0.4,0.8,0.6,0.8,0.0,0.2,1.1600000000000001,0.88,1.05,0.9,0.901,0.7,20.0,3168.48,morris,75,8,3
humpback,33619.29106582078,35.58193681977457,36.47227704423045,-2.3467830989172285,1,73.8,0.8,0.6,1.0,0.8,0.6,0.8,0.0,0.2,1.1600000000000001,0.88,1.5,0.9,0.901,0.7,20.0,3168.48,morris,76,8,4
humpback,31101.375613235257,35.49278422515806,36.502935224195085,-2.1751778473931154,1,79.7,0.8,0.6,1.0,0.2,0.6,0.8,0.0,0.2,1.1600000000000001,0.88,1.5,0.6,0.901,0.7,20.0,3168.48,morris,77,8,5
humpback,32632.631712953902,35.44069336665103,36.48667528364592,-2.1656056984009524,1,84.1,0.8,0.0,1.0,0.2,0.6,0.8,0.0,0.2,1.1600000000000001,0.7,1.5,0.6,0.901,0.7,20.0,3168.48,morris,78,8,6
humpback,30874.406922217004,35.500301861880246,36.510359521450596,-2.175256778846972,1,80.5,0.2,0.0,1.0,0.2,0.6,0.8,0.0,0.2,0.89,0.7,1.5,0.6,0.901,0.7,20.0,3168.48,morris,79,8,7
humpback,25110.240700915674,35.443087859683146,36.51035952096743,-2.4986937203206026,1,94.3,0.2,0.0,1.0,0.2,0.6,0.2,0.0,0.2,0.89,0.7,1.5,0.6,0.901,0.4,20.0,3168.48,morris,80,8,8
humpback,24375.97623028967,35.547696619537135,36.7416018635206,-2.803058326855819,1,93.3,0.4,0.4,1.0,0.6,1.0,0.0,0.4,0.6,0.98,0.82,1.5,0.8,0.98,0.3,24.0,4095.84,morris,81,9,0
humpback,21559.64461051786,35.43691516528946,37.116984259856,-2.610954052276668,1,96.0,0.4,0.4,1.0,0.0,1.0,0.0,0.4,0.6,0.98,0.82,1.5,0.5,0.98,0.3,24.0,4095.84,morris,82,9,1
humpback,27595.524769110903,35.50564957668735,37.14560976990538,-2.2554377875302976,1,96.1,0.4,0.4,1.0,0.0,1.0,0.6,0.4,0.6,0.98,0.82,1.5,0.5,0.98,0.6,24.0,4095.84,morris,83,9,2
humpback,27594.35931697891,35.50561861077563,37.145708387206184,-2.2554754767477334,1,96.9,0.4,0.4,1.0,0.0,1.0,0.6,1.0,0.6,0.98,0.82,1.5,0.5,0.98,0.6,30.0,4095.84,morris,84,9,3
humpback,27817.28113613357,35.45831056650769,36.71182362597142,-2.1382783645246946,1,97.2,0.4,0.4,1.0,0.0,0.4,0.6,1.0,0.6,0.98,0.82,1.5,0.5,0.7989999999999999,0.6,30.0,4095.84,morris,85,9,4
humpback,29278.783246328563,35.39934254277563,36.70313556981864,-2.126570939604221,1,100.5,1.0,0.4,1.0,0.0,0.4,0.6,1.0,0.6,1.25,0.82,1.5,0.5,0.7989999999999999,0.6,30.0,4095.84,morris,86,9,5
humpback,29226.612534003027,35.35211715476345,36.44520378097991,-2.1260534423336708,1,100.3,1.0,0.4,1.0,0.0,0.4,0.6,1.0,0.0,1.25,0.82,1.5,0.5,0.7989999999999999,0.6,30.0,2704.7999999999997,morris,87,9,6
humpback,28025.013976505918,35.40067308021003,36.4928009963009,-2.136848563846229,1,97.5,1.0,1.0,1.0,0.0,0.4,0.6,1.0,0.0,1.25,1.0,1.5,0.5,0.7989999999999999,0.6,30.0,2704.7999999999997,morris,88,9,7
humpback,26702.321532972914,35.42549109180811,36.45389975956215,-1.9502663084188612,1,101.1,1.0,1.0,0.4,0.0,0.4,0.6,1.0,0.0,1.25,1.0,1.05,0.5,0.7989999999999999,0.6,30.0,2704.7999999999997,morris,89,9,8
humpback,25450.11845743579,35.485570922766556,36.48025956513999,-2.1044529764146773,1,100.4,0.5617738380288388,0.868366811410882,0.39557925670169014,0.3314361986175024,0.07148854144477905,0.3551109740674278,0.8274467780891144,0.24027394551861636,1.0527982271129774,0.9605100434232645,1.0466844425262676,0.6657180993087513,0.6314591561368373,0.47755548703371387,28.274467780891143,3261.85111529036,lhs,0,-1,-1
humpback,29586.642930023147,35.6234135212855,37.017551552197006,-2.0337120551401995,1,98.1,0.1805764729758664,0.7832911535756136,0.4630177240637181,0.4483313212310889,0.6413516331464518,0.9062038421282025,0.3856481479524516,0.25049829715130256,0.8812594128391399,0.9349873460726841,1.0972632930477886,0.7241656606155444,0.9220893329046904,0.7531019210641012,23.856481479524515,3285.5552521155796,lhs,1,-1,-1
humpback,22033.549666234776,35.60718617011827,36.8215738806482,-2.63421291785653,1,100.3,0.20034825431959233,0.73143673659355,0.09147396618994115,0.46678071921310393,0.9827665155516353,0.13653249189867378,0.12459940857511406,0.6017863165696254,0.8901567144438166,0.919431020978065,0.8186054746424558,0.733390359606552,0.98,0.3682662459493369,21.245994085751143,4099.98139633502,lhs,2,-1,-1
humpback,26907.63890700079,35.54432810089645,37.19145304357812,-2.3820344868939287,1,99.9,0.7112406093466576,0.5246536427963532,0.6313259716218877,0.1961662096289289,0.8533133875776053,0.4418445459395692,0.03618273123106656,0.9533684937151362,1.120058274205996,0.8573960928389059,1.223494478716416,0.5980831048144645,0.98,0.5209222729697845,20.361827312310666,4915.089515829171,lhs,3,-1,-1
humpback,29121.353126999762,35.56534591974082,36.565069129584515,-1.979210479123367,1,100.4,0.958729399456693,0.8530525955351056,0.33180332954716374,0.47875364484211025,0.2933140136152199,0.6433581398817074,0.07288246665269223,0.8702995097557492,1.231428229755512,0.9559157786605317,0.9988524971603728,0.7393768224210551,0.7445901469437621,0.6216790699408536,20.728824666526922,4722.502383417729,lhs,4,-1,-1
humpback,26185.50311951114,35.56194025078486,36.959071891524445,-2.013792397111615,1,99.9,0.1536399389905962,0.19736018459033386,0.2870646442279866,0.049230970825426074,0.623262014559621,0.6166586138438721,0.6093032488796055,0.9331192278287955,0.8691379725457683,0.7592080553771001,0.96529848317099,0.5246154854127131,0.9128636274254068,0.608329306921936,26.093032488796055,4868.14361779828,lhs,5,-1,-1
