species,parameter_group,n_cases,max_abs_delta_core_C,max_abs_delta_TES,max_abs_delta_Q_loss_pct,max_abs_delta_Mcal_day_pct,max_abs_delta_window_fraction
humpback,BCI conductance proxy,6,0.08821187461126101,0.0,12.213836425390419,12.213836425390387,0.027822320397577538
humpback,CCHE effectiveness,6,0.11807766119136431,0.10272212053567154,19.454221999773658,19.454221999773658,0.06078834678626571
humpback,appendage perfusion,6,0.04448669305298836,0.0,21.754284178879182,21.75428417887916,0.03834210598171439
humpback,blubber conductance,6,0.034872632532312764,0.0,4.967183113473554,4.967183113473527,0.012239909018966155
humpback,lambda,9,0.05944469033738642,0.13641628085006086,14.813704763183575,14.81370476318357,0.05313809421740112
humpback,surface conductance,6,0.017957159326101646,0.0,8.336874731066034,8.336874731066045,0.003397024864126519
humpback,thermoneutral anchor,6,0.05944469033738642,0.07236803267343828,14.813704763183575,14.81370476318357,0.05313809421740112
